第2次独立重复试验结果：

38
另一种元素占个数7
run the best:  -189.237482
局部优化次数：9804.	局部优化成功次数：728.	



0.000000	-0.489411	-0.856387	-2.813679
0.000000	-1.760230	0.263012	-0.662345
0.000000	0.196552	-2.971787	2.215817
1.000000	-1.394701	-0.756492	1.764430
0.000000	-1.184250	-4.196154	0.320431
1.000000	1.091906	-2.896028	-2.317666
0.000000	0.681380	3.959918	0.573317
1.000000	-1.926899	3.657662	0.822810
0.000000	0.564687	1.518639	-3.275975
0.000000	1.525753	-1.509469	3.970592
0.000000	-3.108616	-1.061190	-2.473046
0.000000	1.910492	2.857211	-1.469005
0.000000	0.967866	2.973867	2.994240
0.000000	-0.378411	1.636409	1.194040
0.000000	-0.147606	-1.876706	-0.306119
0.000000	2.350393	1.947914	0.974348
0.000000	2.815685	-2.582659	1.915734
0.000000	-4.000190	-1.016266	2.005043
0.000000	-0.026852	0.626699	3.728979
0.000000	2.113190	-0.538532	-2.904272
0.000000	2.571263	-1.638782	-0.560189
0.000000	-2.867588	-2.185181	-0.079328
1.000000	-3.287297	2.307234	-1.003278
1.000000	-1.515871	-3.147947	-2.087282
0.000000	-3.089930	1.391802	1.445698
0.000000	-4.358982	-0.025003	-0.400944
0.000000	-1.633278	2.675122	3.253312
0.000000	-2.041182	1.261085	-3.079569
0.000000	-1.089952	-1.750248	4.176928
0.000000	-0.714769	2.711388	-1.301131
0.000000	-2.439860	-3.091560	2.362614
0.000000	1.242091	-0.497343	1.565924
0.000000	1.429443	-3.932762	0.092596
0.000000	3.837139	-0.228382	1.281390
0.000000	-2.652182	0.319960	3.810637
1.000000	2.558468	0.850894	3.344652
1.000000	0.875484	0.517408	-0.860928
0.000000	3.476266	0.782651	-1.118773
